,Model Identifier,Matrix
623,LSTM-20-25-3,"[[0.1851244  0.3770826  0.01944498 0.90921391 0.93887193 0.93887193
  0.1851244  0.27334078 0.         0.90921391 0.70460783 0.93887193]
 [0.67964071 0.48679859 0.99884368 0.02191091 0.99884368 0.99884368
  0.67964071 0.22982522 0.99884368 0.         0.07193239 0.99884368]]"
624,LSTM-20-25-4,"[[0.5717653  0.26562883 0.99076936 0.         0.14268925 0.99076936
  0.5717653  0.26562883 0.99076936 0.07072189 0.03187325 0.99076936]
 [0.44646963 0.96119898 0.01525656 0.96119898 0.69176633 0.10167748
  0.27220712 0.96119898 0.01525656 0.92874785 0.82885876 0.        ]]"
625,LSTM-20-25-5,"[[0.         0.9473198  0.62885289 0.         0.2696548  0.9473198
  0.         0.9473198  0.62885289 0.         0.21237541 0.9473198 ]
 [0.97469376 0.97469376 0.44850298 0.97469376 0.30952049 0.02220296
  0.97469376 0.88245622 0.44850298 0.97469376 0.25865883 0.        ]]"
626,LSTM-20-25-6,"[[0.99315792 0.5052463  0.02000682 0.         0.22834526 0.22834526
  0.99315792 0.43351359 0.03223172 0.02000682 0.72182473 0.14626519]
 [0.         0.9865643  0.9865643  0.94756295 0.60358066 0.64917002
  0.         0.9865643  0.9865643  0.9865643  0.38037005 0.75801923]]"
627,LSTM-20-25-7,"[[8.46473113e-02 1.96707436e-01 7.56496540e-01 5.30500684e-01
  9.98481645e-01 6.15223529e-05 8.46473113e-02 3.43536813e-02
  3.72584058e-01 5.85785998e-01 9.98481645e-01 0.00000000e+00]
 [9.95370993e-01 1.25805364e-01 8.69874881e-01 4.48849204e-01
  0.00000000e+00 9.95370993e-01 9.95370993e-01 2.01862323e-01
  8.42326006e-01 4.02378016e-01 0.00000000e+00 9.95370993e-01]]"
628,LSTM-20-25-8,"[[8.64893042e-01 0.00000000e+00 4.44420033e-01 5.60392396e-01
  9.95348509e-01 1.15343916e-01 8.64893042e-01 4.44089210e-16
  5.32270474e-01 3.37090570e-01 9.95348509e-01 3.48132354e-02]
 [5.18931485e-01 9.95348509e-01 3.83669499e-01 5.50024178e-01
  0.00000000e+00 6.25886487e-01 1.10487224e-01 9.95348509e-01
  2.80943386e-01 2.05497948e-01 0.00000000e+00 8.97315918e-01]]"
629,LSTM-20-25-9,"[[ 0.50394103  0.03020494  0.96593684  0.19689147  0.96593684  0.98593684
   0.43384573  0.          0.85574134  0.17893203  0.89374403  0.71950901]
 [ 0.17288657  0.38739278  0.03080506  0.41065947  0.02959028  0.
   0.16043545  0.36696946 -0.00171908  0.41065947  0.03977103  0.01064981]]"
630,LSTM-20-25-10,"[[0.77006762 0.03144377 0.35635788 0.97984303 0.         0.16268575
  0.77006762 0.         0.31124679 0.97984303 0.01015349 0.14972935]
 [0.23524266 0.77769971 0.43372275 0.         0.77769971 0.77769971
  0.23524266 0.77769971 0.52365828 0.         0.77769971 0.77769971]]"
631,LSTM-20-25-11,"[[ 0.82164296  0.51311142  0.03773118  0.         -0.04811081  0.29173718
   0.66060359  0.59182518  0.13821001 -0.04811081 -0.04051705  0.29173718]
 [-0.00243645  0.26744166  0.42102235 -0.08325288 -0.08325288  0.35266746
   0.          0.18270118  0.4158718  -0.08325288 -0.06970151  0.35266746]]"
632,LSTM-20-25-12,"[[ 8.37140247e-01  9.98620926e-01  0.00000000e+00  5.52636699e-01
   6.66298868e-01  2.42223969e-01  1.30324115e-01  9.98620926e-01
   8.88178420e-16  5.52636699e-01  9.98620926e-01  4.24388570e-01]
 [ 4.45876040e-01  0.00000000e+00  9.36603931e-01  9.36603931e-01
   5.72218312e-01  1.26618728e-01  4.45876040e-01 -2.27947722e-02
   9.36603931e-01  9.36603931e-01  7.38049040e-01  2.49620784e-01]]"
633,LSTM-20-25-13,"[[0.         0.12879556 0.98065044 0.41831851 0.         0.72586739
  0.         0.19712783 0.98065044 0.46521807 0.66906528 0.72586739]
 [0.98442292 0.9519718  0.         0.28790199 0.98442292 0.52635503
  0.98442292 0.87672757 0.         0.27579472 0.7719718  0.49335113]]"
634,LSTM-20-25-14,"[[4.32031105e-01 0.00000000e+00 3.31317764e-01 2.10729517e-01
  9.38006027e-01 8.82288210e-01 5.20516416e-05 2.00583174e-02
  3.31317764e-01 1.24814119e-01 7.94906820e-01 6.78136891e-01]
 [8.95765347e-01 8.54348253e-01 7.34520620e-01 4.28280682e-01
  0.00000000e+00 4.75766795e-02 8.95765347e-01 8.54348253e-01
  7.34520620e-01 5.98978091e-01 1.29898050e-03 1.50019141e-01]]"
635,LSTM-20-25-15,"[[9.95354912e-01 4.13348661e-01 9.95354912e-01 1.58190022e-01
  2.74551314e-02 4.13348661e-01 9.95354912e-01 6.38350876e-01
  9.95354912e-01 1.34877233e-01 0.00000000e+00 6.03482193e-01]
 [0.00000000e+00 3.08725516e-01 0.00000000e+00 9.30493970e-01
  9.30493970e-01 3.08725516e-01 0.00000000e+00 4.92621943e-01
  8.88178420e-16 8.98042845e-01 8.10936618e-01 5.34861696e-01]]"
636,LSTM-20-25-16,"[[ 0.64314759  0.28177852  0.7997856   0.62362619  0.85611289  0.
   0.64314759  0.2923532   0.44134106  0.5333317   0.73275901  0.        ]
 [ 0.10088491  0.02069389 -0.01759477  0.10088491 -0.02027914  0.
   0.0539146   0.01314501 -0.01136873 -0.01231002 -0.02027914 -0.02027914]]"
637,LSTM-20-25-17,"[[ 0.01880106  0.          0.16973899  0.41945038 -0.03686974  0.41945038
  -0.03686974  0.09967618  0.16973899  0.2708736  -0.03686974  0.41945038]
 [ 0.47684819  0.6636618   0.2818882   0.191903    0.0206013   0.38469318
   0.          0.54607755  0.2818882   0.47684819  0.0206013   0.38469318]]"
638,LSTM-20-25-18,"[[0.57296857 0.01092325 0.99869273 0.99869273 0.77152346 0.23825856
  0.57296857 0.         0.99869273 0.99869273 0.99869273 0.14942346]
 [0.88464419 0.98958752 0.         0.3796732  0.58125005 0.22581689
  0.84564284 0.98958752 0.01014112 0.35912043 0.02716917 0.14084047]]"
639,LSTM-20-25-19,"[[0.20203363 0.61310519 0.61841206 0.96962474 0.         0.96962474
  0.174513   0.61310519 0.38804602 0.96962474 0.02101723 0.88910505]
 [0.14889331 0.23306982 0.28329521 0.00813363 0.28019046 0.07830066
  0.07830066 0.23306982 0.08814717 0.         0.28218435 0.09704984]]"
640,LSTM-20-25-20,"[[0.82624165 0.26712789 0.93155056 0.54231206 0.10588759 0.0234052
  0.33522087 0.21746986 0.93155056 0.54231206 0.10588759 0.        ]
 [0.50485345 0.57767473 0.         0.83617721 0.9854753  0.9854753
  0.25394876 0.5694338  0.         0.81682652 0.9854753  0.9854753 ]]"
641,LSTM-20-25-21,"[[-0.00746364  0.03398065 -0.00293007 -0.00746364 -0.00746364 -0.00293007
  -0.00746364  0.03398065 -0.00293007  0.         -0.00746364 -0.00293007]
 [ 0.91051116  0.52193438  0.02726066  0.29402283  0.1928108   0.43315001
   0.85009272  0.52193438  0.          0.67910019  0.1928108   0.44986648]]"
642,LSTM-20-25-22,"[[0.         0.85307076 0.24105459 0.74653738 0.89997032 0.
  0.         0.56440009 0.43842364 0.76833028 0.56440009 0.51256984]
 [0.99821545 0.25766984 0.99821545 0.43550992 0.         0.99821545
  0.99821545 0.10487599 0.03631161 0.39392932 0.0306174  0.56100603]]"
643,LSTM-20-25-23,"[[0.99803185 0.40770716 0.04492422 0.40770716 0.94837383 0.67836037
  0.         0.33551435 0.58612283 0.99803185 0.87253574 0.67836037]
 [0.68218746 0.25721792 0.02753165 0.25721792 0.05866303 0.57631565
  0.57631565 0.28017432 0.57631565 0.07064917 0.         0.57631565]]"
644,LSTM-20-25-24,"[[0.93487223 0.93487223 0.23607474 0.         0.93487223 0.
  0.93487223 0.93487223 0.10770261 0.01942277 0.93487223 0.00956999]
 [0.2153539  0.         0.93973865 0.9997104  0.01047397 0.9997104
  0.2153539  0.         0.60633893 0.9997104  0.01047397 0.9997104 ]]"
645,LSTM-20-25-25,"[[0.82072678 0.         0.39726491 0.69092228 0.99865871 0.50865887
  0.00358211 0.0352256  0.21681933 0.91336546 0.99865871 0.50865887]
 [0.7429948  0.         0.82582899 0.94779705 0.006333   0.82582899
  0.53930498 0.03976425 0.69602449 0.28317191 0.006333   0.59673253]]"
646,LSTM-20-25-26,"[[0.         0.61555229 0.89602388 0.23061818 0.95717416 0.95717416
  0.         0.52888791 0.83874449 0.35532605 0.95717416 0.89602388]
 [0.96393169 0.21989011 0.01615746 0.45349733 0.         0.16271288
  0.96393169 0.37771842 0.00860858 0.31632876 0.         0.109488  ]]"
647,LSTM-20-25-27,"[[ 0.39960572  0.44815325  0.17112894  0.25934435  0.04315269  0.
   0.37179853  0.44815325  0.17112894 -0.04169952 -0.01751348 -0.04169952]
 [ 0.75227734  0.75982621  0.62600628  0.21099752  0.38938124  0.77982621
   0.75227734  0.75982621  0.62600628  0.72785369  0.          0.77982621]]"
648,LSTM-20-25-28,"[[0.5215261  0.60459531 0.         0.18598446 0.94307448 0.99141915
  0.55769575 0.46971818 0.         0.18598446 0.91341645 0.99141915]
 [0.73204786 0.66499291 0.99537844 0.29097693 0.00901497 0.11697682
  0.60798888 0.66499291 0.99537844 0.29097693 0.         0.14342786]]"
649,LSTM-20-25-29,"[[0.3333973  0.95115592 0.66956166 0.86832173 0.2371869  0.12233296
  0.         0.95115592 0.66956166 0.46595783 0.30794228 0.12233296]
 [0.7445565  0.         0.6525185  0.28904358 0.69928104 0.58518491
  0.73948353 0.         0.6525185  0.01155659 0.69928104 0.58518491]]"
650,LSTM-20-25-30,"[[0.99739946 0.725656   0.47571    0.99739946 0.02664516 0.
  0.33412588 0.6726521  0.42270791 0.99739946 0.06361624 0.11170754]
 [0.23341783 0.12657957 0.84274168 0.         0.72068892 0.46748617
  0.81519281 0.13795766 0.84274168 0.         0.71020797 0.37796924]]"
651,LSTMA-20-25-0,"[[-0.08000826  0.14829643  0.07121821  0.17160921  0.          0.02367687
  -0.03485007  0.11186753 -0.01590469 -0.08000826  0.03876709 -0.0646659 ]
 [ 0.00256577  0.00908447  0.03865987  0.00908447  0.03865987  0.04698712
   0.00256577  0.          0.03865987 -0.00176708  0.03673605  0.03865987]]"
652,LSTMA-20-25-1,"[[ 0.50901805  0.528705    0.17811499  0.56164367  0.          0.01713836
   0.48744557  0.47989669  0.1573192   0.49109085  0.32701372 -0.00178881]
 [ 0.08058145 -0.03775586 -0.02638887 -0.03485092  0.08058145 -0.04099282
   0.08058145 -0.00439498 -0.02439498  0.          0.08058145 -0.04332963]]"
653,LSTMA-20-25-2,"[[ 0.37360764  0.18374463  0.03581216  0.00501352 -0.04209377 -0.04209377
   0.00501352  0.15129351  0.03581216 -0.01600668 -0.03607938  0.        ]
 [ 0.03299785 -0.02882439  0.          0.03299785 -0.03499653  0.05487674
   0.18188057 -0.02969217 -0.03499653  0.27368073 -0.03499653 -0.00782574]]"
654,LSTMA-20-25-3,"[[ 0.08435876 -0.06535581 -0.01609568 -0.06535581 -0.05170841 -0.0622796
   0.04435876 -0.06535581 -0.06535581  0.0334971   0.         -0.0622796 ]
 [ 0.04671685  0.          0.08952014 -0.02426024  0.08952014 -0.02426024
   0.02985774 -0.02426024 -0.02426024  0.0104854   0.08952014 -0.02426024]]"
655,LSTMA-20-25-4,"[[ 1.44721365e-02  3.75717658e-02  2.29595067e-02  3.75717658e-02
   2.29595067e-02 -4.50506226e-05  5.76730113e-02  3.75717658e-02
   1.44721365e-02  3.75717658e-02  6.99212751e-02  0.00000000e+00]
 [ 0.00000000e+00  3.95221578e-01  3.13865770e-02  4.08300450e-01
   3.13865770e-02  1.76022444e-01  3.95221578e-01  3.95221578e-01
   1.80207398e-02  4.08300450e-01  1.34362777e-01  2.31700409e-01]]"
656,LSTMA-20-25-5,"[[ 0.04963753 -0.02036505 -0.02036505 -0.00530816 -0.02036505  0.
   0.06102664 -0.01288266 -0.02036505 -0.01288266 -0.02036505 -0.01702713]
 [ 0.3845394   0.01426897  0.          0.58495901  0.          0.07362675
   0.36381776  0.57139739  0.          0.58495901  0.01426897  0.00668505]]"
657,LSTMA-20-25-6,"[[0.21688201 0.21688201 0.14648365 0.05579634 0.21688201 0.10157168
  0.21688201 0.21688201 0.21688201 0.05138415 0.         0.06592913]
 [0.03948766 0.00900586 0.03952341 0.03948766 0.07558406 0.03668942
  0.         0.02276104 0.04173276 0.01672015 0.10897369 0.03948766]]"
658,LSTMA-20-25-7,"[[-0.01057881  0.01493377 -0.00786201  0.04578957  0.0069706   0.04578957
  -0.00151677  0.03880912 -0.00151677  0.04578957  0.          0.04578957]
 [ 0.02987916 -0.00285768  0.01677872  0.          0.05711661 -0.00285768
   0.07338254 -0.00285768  0.07338254 -0.00285768  0.07870323 -0.00285768]]"
659,LSTMA-20-25-8,"[[0.22499394 0.15970069 0.         0.22499394 0.02656966 0.04847745
  0.17970069 0.         0.         0.17970069 0.12974971 0.06764057]
 [0.04435672 0.06435672 0.         0.04435672 0.01027026 0.06435672
  0.05664607 0.06435672 0.         0.06435672 0.03311989 0.06435672]]"
660,LSTMA-20-25-9,"[[-0.02227444 -0.02227444 -0.01948157 -0.01330847 -0.01867771 -0.00085734
  -0.02227444 -0.02227444  0.         -0.01787315  0.03159378  0.03159378]
 [ 0.07961434  0.07961434 -0.05024661  0.03439739 -0.05313837  0.06351793
  -0.00964798  0.07961434  0.          0.04178614 -0.02553571  0.03309001]]"
661,LSTMA-20-25-10,"[[0.         0.11242959 0.08211244 0.         0.11242959 0.
  0.         0.00964385 0.09271061 0.0425275  0.12589841 0.        ]
 [0.         0.28197691 0.06814156 0.         0.29342938 0.
  0.         0.007269   0.10426375 0.17235691 0.216076   0.        ]]"
662,LSTMA-20-25-11,"[[0.06061073 0.20667173 0.20667173 0.24790126 0.24790126 0.21054789
  0.         0.20667173 0.20667173 0.20667173 0.24790126 0.20667173]
 [0.02664849 0.13412647 0.11115    0.12010505 0.12683114 0.11984437
  0.         0.11115    0.13869888 0.13869888 0.12999638 0.13294362]]"
663,LSTMA-20-25-12,"[[ 1.60314696e-01  1.20314696e-01 -5.22991183e-02 -5.08398311e-02
  -5.22991183e-02 -3.62845466e-02 -4.86248870e-02  0.00000000e+00
  -4.09592488e-02  4.41217508e-02 -3.01836654e-02 -4.46768348e-02]
 [ 0.00000000e+00  0.00000000e+00 -8.88178420e-16  0.00000000e+00
   0.00000000e+00 -8.88178420e-16  0.00000000e+00  0.00000000e+00
   0.00000000e+00 -8.88178420e-16 -8.88178420e-16 -8.88178420e-16]]"
664,LSTMA-20-25-13,"[[0.         0.00627616 0.         0.01184457 0.01184457 0.
  0.         0.         0.         0.01184457 0.01184457 0.01184457]
 [0.13399213 0.03016842 0.13399213 0.         0.         0.
  0.13399213 0.13399213 0.13399213 0.06485798 0.10363765 0.00209805]]"
665,LSTMA-20-25-14,"[[0.436272   0.05072221 0.         0.07886504 0.28676596 0.46400844
  0.20942758 0.03375395 0.3832681  0.08909777 0.28676596 0.46400844]
 [0.09291505 0.70555466 0.65720999 0.58378946 0.00229605 0.05214176
  0.23400055 0.70555466 0.07052674 0.51181895 0.00229605 0.        ]]"
666,LSTMA-20-25-15,"[[ 0.05493214 -0.08218279  0.05493214  0.06738326  0.03962437  0.05493214
   0.05493214  0.          0.05493214 -0.00161147  0.03962437  0.05493214]
 [ 0.00527384  0.08388823  0.         -0.0236659   0.13429553  0.13065025
   0.00527384  0.04527384 -0.043426   -0.03082257  0.11634954  0.13039194]]"
667,LSTMA-20-25-16,"[[ 0.04930315  0.         -0.01549359  0.20337623  0.08740745  0.19682601
   0.00692265 -0.05746551 -0.04997745  0.16727982 -0.01105043  0.19682601]
 [ 0.06901633  0.0204688  -0.00798894 -0.00671144  0.07572833 -0.00798894
  -0.00798894 -0.00798894 -0.00798894  0.          0.07572833 -0.0019108 ]]"
668,LSTMA-20-25-17,"[[ 0.1195753   0.04454645  0.02125039  0.08452083  0.12857271  0.13804979
   0.07295104  0.12102383  0.          0.09008924  0.20334304  0.16334304]
 [ 0.07210755 -0.03958569  0.05810499  0.         -0.0016061  -0.02900772
   0.07210755  0.01016827  0.02209715  0.011284   -0.0319401  -0.02414821]]"
669,LSTMA-20-25-18,"[[ 0.20754078  0.04901719  0.30908334  0.00262791  0.04901719  0.23508965
   0.20754078  0.05622901  0.30908334  0.          0.03655164  0.23508965]
 [ 0.12761064  0.45440586 -0.00197545  0.45440586  0.47651501  0.32904031
   0.12761064  0.50406388  0.          0.45440586  0.4235442   0.1556709 ]]"
670,LSTMA-20-25-19,"[[-0.02143636 -0.06633178 -0.03693556 -0.04966199  0.01788689 -0.0615329
  -0.07187488  0.03888554 -0.07839889  0.          0.11688823 -0.07839889]
 [ 0.00029814  0.0497155   0.03262044 -0.00231489 -0.00231489  0.01289442
   0.01289442  0.0497155   0.03262044  0.03603485  0.          0.04439481]]"
671,LSTMA-20-25-20,"[[-0.02508549 -0.00499974 -0.03516195  0.03490385  0.02656083 -0.03516195
  -0.02508549 -0.02227677  0.          0.03490385  0.00055928 -0.00691914]
 [ 0.18243031  0.01721441  0.06315474  0.25851413 -0.00747768  0.12756785
   0.18243031  0.28799815  0.06739352  0.23096526  0.          0.30325767]]"
672,LSTMA-20-25-21,"[[ 0.13054876  0.21380367  0.13054876  0.          0.08089073  0.02560542
   0.14499275  0.18482421  0.13208712  0.          0.16219064  0.13054876]
 [ 0.07791187  0.00863401  0.07791187  0.1356723   0.05574122 -0.00912267
   0.07791187  0.02354841  0.07791187  0.1356723   0.          0.07791187]]"
673,LSTMA-20-25-22,"[[-0.00156387 -0.01325908  0.0142898  -0.01325908 -0.01325908 -0.01325908
  -0.01325908 -0.01325908  0.0142898  -0.01325908 -0.01325908  0.        ]
 [ 0.13069044  0.07174255 -0.04049355  0.07174255 -0.04094118  0.
   0.13069044  0.07174255 -0.04049355  0.07174255 -0.03766093 -0.05060389]]"
674,LSTMA-20-25-23,"[[ 5.52853140e-02  0.00000000e+00  5.52853140e-02  0.00000000e+00
  -4.44089210e-16  5.52853140e-02  5.52853140e-02  0.00000000e+00
   2.44236507e-02  0.00000000e+00 -4.44089210e-16  5.52853140e-02]
 [ 1.32794334e-02  0.00000000e+00  1.32794334e-02  1.88968627e-02
   1.88968627e-02  2.13201215e-02  1.32794334e-02  8.44793501e-03
   1.88968627e-02  1.88968627e-02  1.88968627e-02  2.13201215e-02]]"
675,LSTMA-20-25-24,"[[0.00978876 0.02284493 0.00978876 0.02284493 0.00978876 0.
  0.00893527 0.01703505 0.01039868 0.02284493 0.02284493 0.00127976]
 [0.00754989 0.01117637 0.00414965 0.01117637 0.00520307 0.
  0.00754989 0.01117637 0.00804401 0.01117637 0.01117637 0.        ]]"
676,LSTMA-20-25-25,"[[0.00000000e+00 0.00000000e+00 1.55701775e-01 1.75989980e-01
  3.37910896e-02 1.55701775e-01 4.44089210e-16 0.00000000e+00
  1.75989980e-01 1.75989980e-01 2.95724439e-02 1.75989980e-01]
 [1.28142897e-01 1.24497618e-01 8.88178420e-16 0.00000000e+00
  5.42124128e-02 0.00000000e+00 1.28142897e-01 1.18327879e-01
  0.00000000e+00 6.81088174e-02 5.42124128e-02 2.69952600e-02]]"
677,LSTMA-20-25-26,"[[ 0.00143342  0.02800216  0.00143342  0.         -0.00097729 -0.00097729
   0.00670065  0.02800216 -0.00097729 -0.00097729  0.01877788  0.00398673]
 [ 0.00984043 -0.00247084  0.13517468  0.00984043  0.00984043  0.00984043
   0.         -0.00529541  0.13517468 -0.03924637 -0.03924637 -0.03924637]]"
678,LSTMA-20-25-27,"[[ 0.14898789  0.04111325  0.18898789  0.14898789 -0.03761623  0.
   0.08956811  0.18898789  0.18898789  0.16143902 -0.0440957  -0.00847624]
 [ 0.15080332  0.          0.04631516  0.65597754  0.37871213 -0.03393671
  -0.08822682  0.19051511  0.07470692  0.67697619  0.56900723 -0.0823604 ]]"
679,LSTMA-20-25-28,"[[-2.48221067e-02 -4.33267616e-02  2.70396679e-01  1.54571397e-01
  -4.33267616e-02  6.39540045e-02  0.00000000e+00 -4.33267616e-02
   2.70396679e-01 -4.33267616e-02 -4.33267616e-02  8.57929914e-02]
 [-2.15209679e-03  0.00000000e+00  1.41598866e-02  2.63116537e-04
   0.00000000e+00 -6.63590695e-03 -6.63590695e-03  0.00000000e+00
   0.00000000e+00  0.00000000e+00  3.79846983e-03  8.02225424e-03]]"
680,LSTMA-20-25-29,"[[ 0.27242801  0.02366916  0.          0.27242801  0.16228739  0.2067712
   0.27242801  0.          0.02366916  0.25326489  0.14431323  0.22072262]
 [ 0.04201695  0.06384465  0.06384465  0.05413022  0.04956583  0.
   0.01221245  0.06384465  0.06384465  0.02814873 -0.03441936 -0.02372964]]"
681,LSTMA-20-25-30,"[[ 0.24555886  0.43317684  0.24555886 -0.00324698  0.26766801  0.22555886
  -0.00121144  0.3488548   0.24555886  0.          0.29601268  0.10855318]
 [ 0.09347455  0.          0.16190469  0.0372984   0.16190469  0.16190469
  -0.01332814  0.07734997  0.16190469  0.16190469  0.16190469  0.16190469]]"
682,GRU-20-25-0,"[[0.         0.99883809 0.         0.27834519 0.99883809 0.00953286
  0.31976973 0.73555594 0.         0.48189604 0.48189604 0.13268757]
 [0.99537099 0.99537099 0.99537099 0.86556649 0.         0.99537099
  0.58659787 0.11720352 0.99537099 0.38581587 0.38581587 0.86987488]]"
683,GRU-20-25-1,"[[0.99465712 0.         0.99465712 0.87765308 0.34118568 0.99465712
  0.13193274 0.99465712 0.99465712 0.         0.94069071 0.5196265 ]
 [0.03434618 0.98552071 0.         0.58589117 0.40379983 0.03434618
  0.98552071 0.03434618 0.03434618 0.98552071 0.07668806 0.29103342]]"
684,GRU-20-25-2,"[[0.99740055 0.46728394 0.16468945 0.27537072 0.88720505 0.99740055
  0.74613241 0.08071149 0.03415058 0.54645069 0.         0.99740055]
 [0.         0.7597104  0.9997104  0.89142118 0.15626042 0.
  0.22701056 0.9397104  0.9997104  0.47528693 0.9997104  0.06850987]]"
